Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2021-12-03,Benedetta,2021,https://boxd.it/2kzULX,4,,"""That's fine. Jesus didn't mention you."" ",,2021-12-02
