Date,Name,Year,Letterboxd URI,Rating
2021-12-12,Titane,2021,https://boxd.it/nlQC,2.5
2021-12-12,Borat Subsequent Moviefilm,2020,https://boxd.it/rNS0,5
2021-12-12,Begin Again,2013,https://boxd.it/5Ybs,3
2021-12-13,Drop Dead Gorgeous,1999,https://boxd.it/1W8e,3.5
2021-12-14,The Edge of Seventeen,2016,https://boxd.it/d5nu,3
2021-12-14,Pan's Labyrinth,2006,https://boxd.it/28No,3.5
2021-12-18,The Conjuring,2013,https://boxd.it/4sr2,3
2021-12-18,The Conjuring 2,2016,https://boxd.it/7GJg,3
2021-12-19,Perfect Blue,1997,https://boxd.it/1W7A,4
2022-01-03,Never Let Me Go,2010,https://boxd.it/Xw0,4
2022-01-06,Chicago,2002,https://boxd.it/28zm,3.5
2022-01-07,A Walk to Remember,2002,https://boxd.it/1WLq,2
2022-01-07,Bend It Like Beckham,2002,https://boxd.it/2am0,3
2022-01-07,Thelma & Louise,1991,https://boxd.it/28Ew,3
2022-01-08,The Worst Person in the World,2021,https://boxd.it/oyws,3.5
2022-01-10,The Lost Daughter,2021,https://boxd.it/kgww,3
2022-01-10,"tick, tick...BOOM!",2021,https://boxd.it/jz2e,3.5
2022-01-10,Kajillionaire,2020,https://boxd.it/jJDY,4.5
2022-01-17,One Cut of the Dead,2017,https://boxd.it/iAFu,3.5
2022-01-18,13 Going on 30,2004,https://boxd.it/1X6e,3.5
2022-01-22,Spider-Man: No Way Home,2021,https://boxd.it/nwRw,4
2022-01-24,Annabelle: Creation,2017,https://boxd.it/dSxe,3
2022-01-31,The Witch: Part 1. The Subversion,2018,https://boxd.it/jhIm,2
2022-02-01,Okja,2017,https://boxd.it/dvXe,4.5
2022-02-06,Zodiac,2007,https://boxd.it/27MO,3.5
2022-02-12,Love and Leashes,2022,https://boxd.it/szB2,2.5
2022-02-15,Little Forest,2018,https://boxd.it/fYHI,3.5
2022-02-20,Little Women,2019,https://boxd.it/aSVk,3
2022-02-20,Higher Learning,1995,https://boxd.it/1Kps,4
2022-02-20,Appropriate Behavior,2014,https://boxd.it/7k4U,3.5
2022-02-26,Colette,2018,https://boxd.it/gdM4,2
2022-02-26,Whiplash,2014,https://boxd.it/7bQA,2.5
2022-02-27,Scream 2,1997,https://boxd.it/24Es,3
2022-02-27,Memento Mori,1999,https://boxd.it/v2c,3.5
2022-02-27,When Harry Met Sally...,1989,https://boxd.it/29W2,3
2022-03-06,Notting Hill,1999,https://boxd.it/2aeK,3
2022-03-08,Fresh,2022,https://boxd.it/tCNi,5
2022-03-09,Scream,2022,https://boxd.it/o0lg,4
2022-03-10,"Love, Simon",2018,https://boxd.it/g02s,4
2022-03-13,The Weekend Away,2022,https://boxd.it/vHXw,2.5
2022-03-15,Don't Look Up,2021,https://boxd.it/o0Hc,3.5
2022-03-15,Ingrid Goes West,2017,https://boxd.it/evUQ,4
2022-03-18,Turning Red,2022,https://boxd.it/ipkq,3
2022-03-18,Nomadland,2020,https://boxd.it/lnRy,4
2022-03-25,West Side Story,2021,https://boxd.it/iwt0,2.5
2022-03-25,Halloween Kills,2021,https://boxd.it/mxzG,4
2022-03-25,Kiki's Delivery Service,1989,https://boxd.it/1JAY,3.5
2022-03-26,The French Dispatch,2021,https://boxd.it/jLP8,4
2022-03-28,Licorice Pizza,2021,https://boxd.it/qTKY,3
2022-03-28,Halloween,2018,https://boxd.it/f0uE,3.5
2022-03-29,Juno,2007,https://boxd.it/210a,4.5
2022-03-31,Death on the Nile,2022,https://boxd.it/ifpg,3.5
2022-04-12,Old,2021,https://boxd.it/npKI,3
2022-04-15,Lamb,2021,https://boxd.it/tFwE,3
2022-04-16,Welcome to the Dollhouse,1995,https://boxd.it/1TPO,5
2022-04-17,When Marnie Was There,2014,https://boxd.it/78pm,3
2022-04-18,Moonrise Kingdom,2012,https://boxd.it/2Wng,3.5
2022-04-22,Moon,2009,https://boxd.it/1IGQ,4
2022-04-24,X,2022,https://boxd.it/sxVa,2.5
2022-04-24,Secretary,2002,https://boxd.it/1URc,4
2022-05-06,The Other Guys,2010,https://boxd.it/1rtq,3.5
2022-05-10,Crush,2022,https://boxd.it/wuHW,2
2022-05-14,D.E.B.S.,2004,https://boxd.it/2aaS,4
2022-05-14,Show Me Love,1998,https://boxd.it/1TmW,3
2022-05-14,The Fallout,2021,https://boxd.it/tViI,3
2022-05-17,Ex Machina,2015,https://boxd.it/7T2k,4
2022-05-18,Burning,2018,https://boxd.it/hHUa,3.5
2022-05-18,Upgrade,2018,https://boxd.it/i4gW,3
2022-05-18,10 Things I Hate About You,1999,https://boxd.it/23AO,3.5
2022-05-20,Plan B,2021,https://boxd.it/rUMy,4
2022-05-28,Go-Go Sisters,2018,https://boxd.it/iOCa,3
2022-06-06,Colossal,2016,https://boxd.it/biZi,3.5
2022-06-10,Last Life in the Universe,2003,https://boxd.it/1Tri,3
2022-06-11,Doctor Strange,2016,https://boxd.it/8MH8,3
2022-06-13,Eurovision Song Contest: The Story of Fire Saga,2020,https://boxd.it/jkMG,3.5
2022-06-16,No Exit,2022,https://boxd.it/vqvK,3
2022-06-17,Moonlit Winter,2019,https://boxd.it/lfnK,3.5
2022-06-21,CODA,2021,https://boxd.it/tbf4,3
2022-06-26,Murder Mystery,2019,https://boxd.it/iEBm,2.5
2022-06-27,Sweet & Sour,2021,https://boxd.it/oDTG,3
2022-06-27,Professor Marston and the Wonder Women,2017,https://boxd.it/eRPS,3.5
2022-06-27,Zola,2020,https://boxd.it/jEWQ,4
2022-06-30,You Can Live Forever,2022,https://boxd.it/xvlk,2.5
2022-07-01,Cha Cha Real Smooth,2022,https://boxd.it/uF8E,3.5
2022-07-02,Uptown Girls,2003,https://boxd.it/1N64,3.5
2022-07-03,Cube,1997,https://boxd.it/2aoU,4
